Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
9,Germany,Bonn / Koln am R,North Rh,DB0DBN B,DB0DBN G,439.531250,DUP-,7.600000,DV,,,YES,Approximate,50.690000,7.250000,+1:00
9,Germany,Dormagen,North Rh,DB0RKD B,DB0RKD G,438.425000,DUP-,7.600000,DV,,,YES,Approximate,51.110000,6.830000,+1:00
9,Germany,Dortmund,North Rh,DB0DDO C,DB0DDO G,145.725000,DUP-,0.600000,DV,,,YES,Approximate,51.480000,7.440000,+1:00
9,Germany,Essen,North Rh,DB0DDE B,DB0DDE G,439.537500,DUP-,7.600000,DV,,,YES,Approximate,51.450000,7.010000,+1:00
9,Germany,Essen/Ruhrgebiet,North Rh,DB0WE  B,DB0WE  G,439.512500,DUP-,7.600000,DV,,,YES,Approximate,51.410000,6.990000,+1:00
9,Germany,Gummersbach,North Rh,DB0GM  B,DB0GM  G,438.450000,DUP+,7.600000,DV,,,YES,Approximate,51.000000,7.540000,+1:00
9,Germany,Hagen,North Rh,DB0HAA B,DB0HAA G,439.587500,DUP-,7.600000,DV,,,YES,Approximate,51.370000,7.510000,+1:00
9,Germany,Herford,North Rh,DB0HFD B,DB0HFD G,438.525000,DUP-,7.600000,DV,,,YES,Approximate,52.150000,8.730000,+1:00
9,Germany,Hermsdorf,North Rh,DB0HDF B,DB0HDF G,439.850000,DUP-,9.400000,DV,,,YES,Approximate,50.910000,11.860000,+1:00
9,Germany,Hoher Knuell,North Rh,DB0KH  B,DB0KH  G,439.562500,DUP-,7.600000,DV,,,YES,Approximate,50.920000,9.420000,+1:00
9,Germany,Lengerich,North Rh,DB0DY  B,DB0DY  G,439.812500,DUP-,9.400000,DV,,,YES,Approximate,52.170000,7.910000,+1:00
9,Germany,Marl,North Rh,DB0NG  B,DB0NG  G,439.575000,DUP-,7.600000,DV,,,YES,Approximate,51.690000,7.110000,+1:00
9,Germany,Meerbusch,North Rh,DB0OTV B,DB0OTV G,439.500000,DUP+,7.600000,DV,,,YES,Approximate,51.270000,6.630000,+1:00
9,Germany,Paderborn,North Rh,DB0PBS B,DB0PBS G,439.550000,DUP-,7.600000,DV,,,YES,Approximate,51.710000,8.770000,+1:00
9,Germany,Recklinghausen,North Rh,DO0SRE C,DO0SRE G,145.737500,DUP-,0.600000,DV,,,YES,Approximate,51.620000,7.180000,+1:00
9,Germany,Recklinghausen,North Rh,DO0SRE B,DO0SRE G,439.387500,DUP-,7.600000,DV,,,YES,Approximate,51.620000,7.180000,+1:00
9,Germany,Rheine,North Rh,DB0RTV B,DB0RTV G,438.512500,DUP-,7.600000,DV,,,YES,Approximate,52.170000,7.250000,+1:00
9,Germany,Gaensehals,Rhinelan,DB0MYK B,DB0MYK G,439.562500,DUP-,7.600000,DV,,,YES,Approximate,50.400000,7.210000,+1:00
9,Germany,Hisel,Rhinelan,DB0DRB B,DB0DRB G,438.425000,DUP-,7.600000,DV,,,YES,Approximate,49.970000,6.370000,+1:00
9,Germany,Auersberg,Saxony,DB0ERZ B,DB0ERZ G,439.525000,DUP-,7.600000,DV,,,YES,Approximate,50.460000,12.650000,+1:00
9,Germany,Tangermunde,Saxony-A,DB0AMK B,DB0AMK G,439.450000,DUP-,7.600000,DV,,,YES,Approximate,52.550000,11.970000,+1:00
9,Germany,Basedow,Schleswi,DO0TPB C,DO0TPB G,145.762500,DUP-,0.600000,DV,,,YES,Approximate,53.420000,10.590000,+1:00
9,Germany,Basedow,Schleswi,DO0TPB B,DO0TPB G,439.387500,DUP-,7.600000,DV,,,YES,Approximate,53.420000,10.590000,+1:00
9,Germany,Geesthacht,Schleswi,DB0HEW B,DB0HEW G,438.550000,DUP-,7.600000,DV,,,YES,Approximate,53.420000,10.420000,+1:00
9,Germany,Itzehoe,Schleswi,DM0IZH C,DM0IZH G,145.687500,DUP-,0.600000,DV,,,YES,Approximate,53.880000,9.500000,+1:00
9,Germany,Itzehoe,Schleswi,DM0IZH B,DM0IZH G,439.875000,DUP-,7.600000,DV,,,YES,Approximate,53.880000,9.500000,+1:00
9,Germany,Luebeck,Schleswi,DB0DWL B,DB0DWL G,439.925000,DUP-,9.400000,DV,,,YES,Approximate,53.860000,10.670000,+2:00
10,Islands,Santa Cruz,Aruba,P43L   B,P43L   G,440.500000,DUP-,7.600000,DV,,,YES,Approximate,12.520000,-69.990000,-4:00
10,Islands,Willemstad,Curacao,PJ2A   B,PJ2A   G,433.900000,DUP+,5.000000,DV,,,YES,Approximate,12.100000,-68.900000,-4:00
10,Islands,Cayey,Puerto R,WP4OPM C,WP4OPM G,145.130000,DUP-,0.600000,DV,,,YES,Approximate,18.120000,-66.150000,-5:00
10,Islands,Cayey,Puerto R,WP4OPM B,WP4OPM G,447.375000,DUP-,5.000000,DV,,,YES,Approximate,18.120000,-66.150000,-5:00
10,Islands,St. James,Trinidad,9Y4TT  C,9Y4TT  G,147.850000,DUP-,0.600000,DV,,,YES,Approximate,10.680000,-61.530000,-4:00
10,Islands,St. James,Trinidad,9Y4UWI B,9Y4UWI G,444.775000,DUP+,5.000000,DV,,,YES,Approximate,10.680000,-61.530000,-4:00
10,Islands,Barrigada,Guam,AH2G   A,AH2G   G,146.190000,DUP-,0.600000,DV,,,YES,Approximate,13.500000,144.800000,+10:00
11,Italy,L'Aquila,Abruzzo,IR6L   C,IR6L   G,145.650000,DUP+,0.600000,DV,,,YES,Approximate,42.360000,13.400000,+1:00
11,Italy,Monte Maiella,Abruzzo,IR6UCC C,IR6UCC G,145.687500,DUP-,0.600000,DV,,,YES,Approximate,42.160000,14.130000,+1:00
11,Italy,Monte Maiella,Abruzzo,IR6UCC B,IR6UCC G,430.012500,DUP+,5.000000,DV,,,YES,Approximate,42.160000,14.130000,+1:00
11,Italy,Monte Majella,Abruzzo,IR6UBM B,IR6UBM G,430.112500,DUP+,1.600000,DV,,,YES,Approximate,42.090000,14.670000,+1:00
11,Italy,Ortona,Abruzzo,IR6UCX C,IR6UCX G,144.962500,DUP-,0.000000,DV,,,YES,Approximate,42.350000,14.410000,+1:00
11,Italy,Sulmona,Abruzzo,IR6UDO B,IR6UDO G,430.137500,DUP+,1.600000,DV,,,YES,Approximate,42.050000,13.930000,+1:00
11,Italy,Alliste,Puglia,IR7UBL C,IR7UBL G,145.612500,DUP+,0.600000,DV,,,YES,Approximate,39.950000,18.100000,+1:00
11,Italy,Alliste,Puglia,IR7UBL B,IR7UBL G,430.137500,DUP+,1.600000,DV,,,YES,Approximate,39.950000,18.100000,+1:00
11,Italy,Bari,Puglia,IR7UBA B,IR7UBA G,430.300000,DUP+,1.600000,DV,,,YES,Approximate,41.020000,16.910000,+1:00
11,Italy,Bari,Puglia,IR7UBA C,IR7UBA G,145.612500,DUP-,0.600000,DV,,,YES,Approximate,41.020000,16.910000,+1:00
11,Italy,Bari,Puglia,IR7UBB C,IR7UBB G,145.787500,DUP-,0.600000,DV,,,YES,Approximate,41.130000,16.870000,+1:00
11,Italy,Bari,Puglia,IR7UBX B,IR7UBX G,430.000000,DUP+,5.000000,DV,,,YES,Approximate,41.090000,16.870000,+1:00
11,Italy,Cavallino,Puglia,IR7UBY C,IR7UBY G,145.612500,DUP+,0.600000,DV,,,YES,Approximate,40.330000,18.170000,+1:00
11,Italy,Cavallino,Puglia,IR7UBY B,IR7UBY G,430.425000,DUP+,5.000000,DV,,,YES,Approximate,40.330000,18.170000,+1:00
11,Italy,Martina Franca,Puglia,IR7UC  B,IR7UC  G,430.100000,DUP+,5.000000,DV,,,YES,Approximate,40.640000,17.380000,+1:00
11,Italy,Neviano,Puglia,IR7UBP B,IR7UBP G,430.500000,DUP+,5.000000,DV,,,YES,Approximate,40.110000,18.120000,+1:00
11,Italy,Cosenza,Calabria,IR8UBW B,IR8UBW G,430.175000,DUP+,1.600000,DV,,,YES,Approximate,39.300000,16.260000,+1:00
11,Italy,Villa San Giovan,Calabria,IR8UCN C,IR8UCN G,145.712500,DUP-,0.600000,DV,,,YES,Approximate,38.230000,15.650000,+1:00
11,Italy,Avellino,Campania,IR8UAF B,IR8UAF G,432.250000,DUP+,1.600000,DV,,,YES,Approximate,41.050000,14.490000,+1:00
11,Italy,Trevico  (AV),Campania,IR8UAE B,IR8UAE G,430.225000,DUP+,1.600000,DV,,,YES,Approximate,41.000000,14.900000,+1:00
11,Italy,Cervia,Emila-Ro,IR4UCF B,IR4UCF G,430.300000,DUP+,5.000000,DV,,,YES,Approximate,44.260000,12.370000,+1:00
11,Italy,Monte Cimone,Emila-Ro,IR4MO  C,IR4MO  G,145.562500,DUP-,0.600000,DV,,,YES,Approximate,44.200000,10.710000,+1:00
11,Italy,Fontanafredda,Friuli-V,IR3UBK B,IR3UBK G,430.550000,DUP-,0.000000,DV,,,YES,Approximate,45.980000,12.580000,+1:00
11,Italy,m.te Bernadia Ud,Friuli-V,IR3EF  C,IR3EF  G,145.587500,DUP-,0.600000,DV,,,YES,Approximate,46.240000,13.250000,+1:00
11,Italy,Monte Sabotino G,Friuli-V,IR3UJ  B,IR3UJ  G,430.075000,DUP+,1.600000,DV,,,YES,Approximate,45.990000,13.640000,+7:00
11,Italy,Pordenone,Friuli-V,IR3UIB B,IR3UIB G,431.525000,DUP+,1.600000,DV,,,YES,Approximate,46.010000,12.440000,+1:00
11,Italy,Trieste,Friuli-V,IR3UIC B,IR3UIC G,431.550000,DUP+,1.600000,DV,,,YES,Approximate,45.660000,13.770000,+1:00
11,Italy,Udine,Friuli-V,IR3UBZ B,IR3UBZ G,433.025000,DUP-,1.600000,DV,,,YES,Approximate,46.060000,13.250000,+1:00
11,Italy,Rome,Lazio,IR0MA  C,IR0MA  G,145.993750,DUP-,1.975000,DV,,,YES,Approximate,41.820000,12.720000,+1:00
11,Italy,Rome,Lazio,IR0MA  B,IR0MA  G,430.006250,DUP+,5.000000,DV,,,YES,Approximate,41.820000,12.720000,+1:00
11,Italy,Borghetto Santo,Liguria,IR1UGO C,IR1UGO G,144.937500,DUP-,0.000000,DV,,,YES,Approximate,44.110000,8.240000,+1:00
11,Italy,Borghetto Santo,Liguria,IR1UGO B,IR1UGO G,430.525000,DUP+,5.000000,DV,,,YES,Approximate,44.110000,8.240000,+1:00
11,Italy,Castiglione Chia,Liguria,IR1DC  C,IR1DC  G,144.925000,DUP-,0.000000,DV,,,YES,Approximate,44.280000,9.530000,+1:00
11,Italy,Imperia,Liguria,IR1UGM B,IR1UGM G,430.262500,DUP-,1.600000,DV,,,YES,Approximate,43.880000,8.010000,+1:00
11,Italy,Bernate Ticino,Lombardi,IR2UEZ B,IR2UEZ G,431.612500,DUP+,1.600000,DV,,,YES,Approximate,45.490000,8.820000,+1:00
11,Italy,Bollate,Lombardi,IR2UFV B,IR2UFV G,433.625000,DUP-,0.000000,DV,,,YES,Approximate,45.550000,9.120000,+1:00
11,Italy,Camposauro,Lombardi,IR8BA  C,IR8BA  G,145.787500,DUP-,0.600000,DV,,,YES,Approximate,41.100000,14.610000,+1:00
11,Italy,Gambolo,Lombardi,IR2UFH B,IR2UFH G,430.137500,DUP+,1.600000,DV,,,YES,Approximate,45.270000,8.860000,+1:00
11,Italy,Milan,Lombardi,IR2UDY B,IR2UDY G,431.437500,DUP+,1.600000,DV,,,YES,Approximate,45.520000,9.280000,+1:00
11,Italy,S.Giulia,Lombardi,IR1UAW C,IR1UAW G,144.925000,DUP-,0.000000,DV,,,YES,Approximate,44.310000,9.380000,+1:00
11,Italy,S.Giulia,Lombardi,IR1UAW B,IR1UAW G,430.912500,DUP+,5.000000,DV,,,YES,Approximate,44.310000,9.380000,+1:00
11,Italy,Albugnano,Piemonte,IR1UCB B,IR1UCB G,430.100000,DUP+,1.600000,DV,,,YES,Approximate,45.080000,7.980000,+1:00
11,Italy,Alice Bel Colle,Piemonte,IR1UIV B,IR1UIV G,430.875000,DUP+,5.000000,DV,,,YES,Approximate,44.730000,8.460000,+1:00
11,Italy,Casale Monferrat,Piemonte,IR1UDI C,IR1UDI G,145.687500,DUP-,0.600000,DV,,,YES,Approximate,45.130000,8.440000,+1:00
11,Italy,Casale Monferrat,Piemonte,IR1UDI B,IR1UDI G,430.025000,DUP+,1.600000,DV,,,YES,Approximate,45.130000,8.440000,+1:00
11,Italy,La Morra,Piemonte,IR1DK  C,IR1DK  G,145.775000,DUP-,0.600000,DV,,,YES,Approximate,44.630000,7.940000,+1:00
11,Italy,Piasco,Piemonte,IR1UII B,IR1UII G,430.187500,DUP+,5.000000,DV,,,YES,Approximate,44.580000,7.440000,+1:00
11,Italy,Torino,Piemonte,IR1CJ  C,IR1CJ  G,144.987500,DUP+,1.000000,DV,,,YES,Approximate,45.050000,7.710000,+1:00
11,Italy,Caltagirone,Sicilia,IR9UBQ B,IR9UBQ G,430.125000,DUP+,1.600000,DV,,,YES,Approximate,37.240000,14.520000,+1:00
11,Italy,Mascalucia,Sicilia,IR9UBM C,IR9UBM G,145.450000,DUP-,0.000000,DV,,,YES,Approximate,37.580000,15.070000,+1:00
11,Italy,Palermo,Sicilia,IR9G   C,IR9G   G,145.662500,DUP-,0.600000,DV,,,YES,Approximate,38.120000,13.270000,+1:00
11,Italy,Plermo,Sicilia,IR9P   C,IR9P   G,145.637500,DUP-,0.600000,DV,,,YES,Approximate,38.180000,13.280000,+1:00
11,Italy,Siracusa,Sicilia,IR9BP  C,IR9BP  G,144.650000,DUP-,0.000000,DV,,,YES,Approximate,37.100000,15.260000,+1:00
11,Italy,Siracusa,Sicilia,IR9BQ  C,IR9BQ  G,144.725000,DUP-,0.000000,DV,,,YES,Approximate,37.100000,15.220000,+1:00
11,Italy,Siracusa,Sicilia,IR9BR  B,IR9BR  G,430.300000,DUP+,5.000000,DV,,,YES,Approximate,37.090000,15.280000,+1:00
11,Italy,Zafferana Etnea,Sicilia,IR9AC  C,IR9AC  G,145.787500,DUP-,0.600000,DV,,,YES,Approximate,37.680000,15.100000,+1:00
11,Italy,Casalguidi,Toscana,IZ5IOS B,IZ5IOS G,430.525000,DUP+,5.000000,DV,,,YES,Approximate,43.880000,10.920000,0:00
11,Italy,Cetamura,Toscana,IR5UCC B,IR5UCC G,430.262500,DUP-,1.600000,DV,,,YES,Approximate,43.410000,11.480000,+1:00
11,Italy,Figline Valdarno,Toscana,IR5UBM B,IR5UBM G,430.012500,DUP+,1.600000,DV,,,YES,Approximate,43.690000,11.530000,+1:00
11,Italy,Firenze,Toscana,IR5AN  C,IR5AN  G,144.925000,DUP-,0.000000,DV,,,YES,Approximate,43.770000,11.400000,+1:00
11,Italy,Firenze,Toscana,IR5AY  C,IR5AY  G,145.575000,DUP-,0.600000,DV,,,YES,Approximate,43.880000,11.140000,+1:00
11,Italy,Firenze,Toscana,IR5UCQ B,IR5UCQ G,431.450000,DUP+,1.600000,DV,,,YES,Approximate,43.880000,11.140000,+1:00
11,Italy,Livorno,Toscana,IR5UCB C,IR5UCB G,144.675000,DUP-,0.000000,DV,,,YES,Approximate,43.550000,10.320000,+1:00
11,Italy,Livorno,Toscana,IR5UCB B,IR5UCB G,431.487500,DUP+,1.600000,DV,,,YES,Approximate,43.550000,10.320000,+1:00
11,Italy,Monte Cascetto L,Toscana,IR5UBS B,IR5UBS G,431.487500,DUP-,1.600000,DV,,,YES,Approximate,43.760000,10.550000,+1:00
11,Italy,MonteFiore Quarr,Toscana,IR5UCK B,IR5UCK G,431.425000,DUP-,1.600000,DV,,,YES,Approximate,43.830000,10.940000,+1:00
11,Italy,Scandicci Firenz,Toscana,IR5UBN B,IR5UBN G,430.325000,DUP+,1.600000,DV,,,YES,Approximate,43.750000,11.200000,+1:00
11,Italy,Perugia,Umbria,IR0UP  B,IR0UP  G,430.150000,DUP+,1.600000,DV,,,YES,Approximate,43.070000,12.240000,+1:00
11,Italy,Terni,Umbria,IR0K   B,IR0K   G,430.337500,DUP+,1.600000,DV,,,YES,Approximate,42.420000,12.640000,+1:00
11,Italy,Belluno,Veneto,IR3UIQ B,IR3UIQ G,431.600000,DUP+,1.600000,DV,,,YES,Approximate,46.150000,12.220000,+1:00
11,Italy,Monselice(Padova,Veneto,IR3UEF B,IR3UEF G,431.475000,DUP+,1.600000,DV,,,YES,Approximate,45.260000,11.750000,+1:00
11,Italy,Monselice(Padova,Veneto,IR3UEF C,IR3UEF G,145.975000,DUP-,1.100000,DV,,,YES,Approximate,45.260000,11.750000,+1:00
11,Italy,San Mauro delle,Veneto,IR3UG  C,IR3UG  G,144.862500,DUP+,1.000000,DV,,,YES,Approximate,45.580000,11.120000,+1:00
11,Italy,San Mauro delle,Veneto,IR3UG  B,IR3UG  G,430.450000,DUP+,5.000000,DV,,,YES,Approximate,45.580000,11.120000,+1:00
12,Japan,Chiba,Japan,JJ1YEG C,JJ1YEG G,145.790000,DUP-,0.000000,DV,,,YES,Approximate,35.510000,140.310000,+9:00
12,Japan,Chiba,Japan,JJ1YEG B,JJ1YEG G,438.900000,DUP-,0.000000,DV,,,YES,Approximate,35.510000,140.310000,+9:00
12,Japan,Fukuoka Fukuoka-,Japan,JP6YHL A,JP6YHL G,439.470000,DUP-,5.000000,DV,,,YES,Approximate,33.570000,130.350000,+9:00
12,Japan,Gifu Gifu-city,Japan,JP2YGR A,JP2YGR G,439.430000,DUP-,5.000000,DV,,,YES,Approximate,35.430000,136.770000,+9:00
12,Japan,Gifu Kamo-gun,Japan,JP2YGA A,JP2YGA G,439.350000,DUP-,5.000000,DV,,,YES,Approximate,35.430000,136.770000,+9:00
12,Japan,Gunma Maebashi-c,Japan,JP1YJP A,JP1YJP G,439.050000,DUP-,5.000000,DV,,,YES,Approximate,36.390000,139.070000,+9:00
12,Japan,Kinkazan- Gifu,Japan,JP2YDS A,JP2YDS G,439.490000,DUP-,5.000000,DV,,,YES,Approximate,35.440000,136.780000,+9:00
12,Japan,Kochi Kochi-city,Japan,JP5YCP A,JP5YCP G,439.490000,DUP-,5.000000,DV,,,YES,Approximate,33.560000,133.540000,+9:00
12,Japan,Nada-ward- Kobe,Japan,JP3YES A,JP3YES G,434.250000,DUP+,5.000000,DV,,,YES,Approximate,34.720000,135.240000,+9:00
12,Japan,Omihachiman City,Japan,JL3ZBS C,JL3ZBS G,144.870000,DUP-,0.000000,DV,,,YES,Approximate,35.110000,136.080000,+9:00
12,Japan,Omihachiman City,Japan,JL3ZBS B,JL3ZBS G,438.750000,DUP-,0.000000,DV,,,YES,Approximate,35.110000,136.080000,+9:00
12,Japan,Toshima- Tokyo,Japan,JR1WN  A,JR1WN  G,439.130000,DUP-,5.000000,DV,,,YES,Approximate,35.740000,139.750000,+9:00
12,Japan,Kasugai,Aichi,JP2YGK A,JP2YGK G,439.390000,DUP-,5.000000,DV,,,YES,Approximate,35.250000,136.980000,+9:00
12,Japan,Kouta,Aichi,JP2YDP A,JP2YDP G,439.410000,DUP-,5.000000,DV,,,YES,Approximate,35.190000,136.910000,+9:00
12,Japan,Nagoya,Aichi,JP2YGI A,JP2YGI G,439.370000,DUP-,5.000000,DV,,,YES,Approximate,35.190000,136.910000,+9:00
12,Japan,Nishio,Aichi,JP2YDN A,JP2YDN G,439.230000,DUP-,5.000000,DV,,,YES,Approximate,34.880000,137.080000,+9:00
12,Japan,Hachinohe,Aomori,JP7YEM A,JP7YEM G,439.070000,DUP-,5.000000,DV,,,YES,Approximate,38.310000,140.760000,+9:00
12,Japan,Chiba,Chiba,JP1YJQ A,JP1YJQ G,439.270000,DUP-,5.000000,DV,,,YES,Approximate,35.610000,140.110000,+9:00
12,Japan,Funabashi,Chiba,JP1YFY A,JP1YFY G,434.460000,DUP+,5.000000,DV,,,YES,Approximate,35.700000,139.990000,+9:00
12,Japan,Katori,Chiba,JP1YDS B,JP1YDS G,439.210000,DUP-,5.000000,DV,,,YES,Approximate,35.900000,140.500000,+9:00
12,Japan,Kisarazu,Chiba,JP1YEM A,JP1YEM G,439.110000,DUP-,5.000000,DV,,,YES,Approximate,35.380000,139.920000,+9:00
12,Japan,Nagae,Chiba,JP1YKM B,JP1YKM G,434.220000,DUP+,5.000000,DV,,,YES,Approximate,35.610000,140.110000,+9:00
12,Japan,Nagareyama,Chiba,JP1YJR A,JP1YJR G,439.090000,DUP-,5.000000,DV,,,YES,Approximate,35.860000,139.910000,+9:00
12,Japan,Yachimata,Chiba,JP1YJT A,JP1YJT G,434.420000,DUP+,5.000000,DV,,,YES,Approximate,35.670000,140.320000,+9:00
12,Japan,Matsuyama,Ehime,JP5YCO A,JP5YCO G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,33.860000,132.810000,+9:00
12,Japan,Kyusyu,Fukuoka,JP6YHS A,JP6YHS G,439.130000,DUP-,5.000000,DV,,,YES,Approximate,33.620000,130.530000,+9:00
12,Japan,Hiroshima,Hiroshim,JP4YDU A,JP4YDU G,439.490000,DUP-,5.000000,DV,,,YES,Approximate,34.390000,132.460000,+9:00
12,Japan,Asahikawa,Hokkaido,JP8YEE A,JP8YEE G,439.430000,DUP-,5.000000,DV,,,YES,Approximate,43.780000,142.390000,+9:00
12,Japan,Chitose,Hokkaido,JP8YEB A,JP8YEB G,439.470000,DUP-,5.000000,DV,,,YES,Approximate,42.820000,141.530000,+9:00
12,Japan,Hakodate,Hokkaido,JP8YEA A,JP8YEA G,439.030000,DUP-,5.000000,DV,,,YES,Approximate,41.860000,140.940000,+9:00
12,Japan,Hakusan,Hokkaido,JP9YEG A,JP9YEG G,439.030000,DUP-,5.000000,DV,,,YES,Approximate,36.320000,136.660000,+9:00
12,Japan,Kitami,Hokkaido,JP8YEF A,JP8YEF G,439.410000,DUP-,5.000000,DV,,,YES,Approximate,43.830000,143.920000,+9:00
12,Japan,Nanto,Hokkaido,JP9YEI A,JP9YEI G,439.470000,DUP-,5.000000,DV,,,YES,Approximate,36.560000,136.920000,+9:00
12,Japan,Obihiro,Hokkaido,JP8YEC A,JP8YEC G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,42.790000,143.130000,+9:00
12,Japan,Sapporo,Hokkaido,JP8YDZ A,JP8YDZ G,439.490000,DUP-,5.000000,DV,,,YES,Approximate,43.470000,142.800000,+9:00
12,Japan,Rokko-minami,Hyogo,JR3VK  A,JR3VK  G,439.410000,DUP-,5.000000,DV,,,YES,Approximate,34.690000,135.170000,+9:00
12,Japan,Kashima,Ibaraki,JP1YKH A,JP1YKH G,439.290000,DUP-,5.000000,DV,,,YES,Approximate,35.970000,140.630000,+9:00
12,Japan,Koga,Ibaraki,JP1YIK A,JP1YIK G,439.390000,DUP-,5.000000,DV,,,YES,Approximate,36.190000,139.710000,+9:00
12,Japan,Tsukuba,Ibaraki,JP1YJZ A,JP1YJZ G,439.410000,DUP-,5.000000,DV,,,YES,Approximate,36.220000,140.100000,+9:00
12,Japan,Takamatsu,Kagawa,JP5YCN A,JP5YCN G,439.430000,DUP-,5.000000,DV,,,YES,Approximate,34.230000,134.050000,+9:00
12,Japan,Ebina,Kanagawa,JP1YJX A,JP1YJX G,439.050000,DUP-,5.000000,DV,,,YES,Approximate,35.450000,139.400000,+9:00
12,Japan,Kohoku-ku,Kanagawa,JP1YJY A,JP1YJY G,434.380000,DUP+,5.000000,DV,,,YES,Approximate,35.530000,139.630000,+9:00
12,Japan,Shonan-IT,Kanagawa,JP1YJV A,JP1YJV G,439.190000,DUP-,5.000000,DV,,,YES,Approximate,35.340000,139.500000,+9:00
12,Japan,Yokohama,Kanagawa,JP1YIQ A,JP1YIQ G,439.210000,DUP-,5.000000,DV,,,YES,Approximate,35.450000,139.640000,+9:00
12,Japan,Kochi,Kouchi,JP5YCQ A,JP5YCQ G,439.470000,DUP-,5.000000,DV,,,YES,Approximate,33.560000,133.570000,+9:00
12,Japan,Kumamoto,Kumamoto,JP6YHN A,JP6YHN G,439.030000,DUP-,5.000000,DV,,,YES,Approximate,32.650000,130.850000,+9:00
12,Japan,Yatsushiro,Kumamoto,JP6YHR A,JP6YHR G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,32.510000,130.610000,+9:00
12,Japan,Arashiyama,Kyoto,JP3YHV A,JP3YHV G,439.370000,DUP-,5.000000,DV,,,YES,Approximate,35.020000,135.770000,+9:00
12,Japan,Hiezan,Kyoto,JP3YCS A,JP3YCS G,434.060000,DUP+,5.000000,DV,,,YES,Approximate,35.070000,135.830000,+9:00
12,Japan,Sendai,Miyagi,JP7YEL A,JP7YEL G,439.390000,DUP-,5.000000,DV,,,YES,Approximate,38.320000,140.760000,+9:00
12,Japan,Ueda,Nagano,JP0YDP A,JP0YDP G,439.030000,DUP-,5.000000,DV,,,YES,Approximate,36.410000,138.250000,+9:00
12,Japan,Utukushigahara,Nagano,JP0YCI A,JP0YCI G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,36.230000,138.120000,+9:00
12,Japan,Ikoma,Nara,JP3YIE A,JP3YIE G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,34.740000,135.760000,+9:00
12,Japan,Narayama,Nara,JP3YHL A,JP3YHL G,439.490000,DUP-,5.000000,DV,,,YES,Approximate,34.690000,135.810000,+9:00
12,Japan,Murakami,Niigata,JP0YDT A,JP0YDT G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,38.350000,139.560000,+9:00
12,Japan,Nagaoka,Niigata,JP0YDU A,JP0YDU G,439.430000,DUP-,5.000000,DV,,,YES,Approximate,37.440000,138.850000,+9:00
12,Japan,Niigata,Niigata,JP0YDR A,JP0YDR G,439.190000,DUP-,5.000000,DV,,,YES,Approximate,37.920000,139.040000,+9:00
12,Japan,Kurashiki,Okayama,JP4YDV A,JP4YDV G,439.330000,DUP-,5.000000,DV,,,YES,Approximate,34.590000,133.780000,+9:00
12,Japan,Ginowan,Okinawa,JR6YZ  A,JR6YZ  G,439.450000,DUP-,5.000000,DV,,,YES,Approximate,26.280000,127.760000,+9:00
12,Japan,Hirano,Osaka,JP3YHH A,JP3YHH G,439.390000,DUP-,5.000000,DV,,,YES,Approximate,34.690000,135.510000,+9:00
12,Japan,Ikoma,Osaka,JP3YHJ A,JP3YHJ G,439.010000,DUP-,5.000000,DV,,,YES,Approximate,34.680000,135.610000,+9:00
12,Japan,Neyagawa,Osaka,JP3YHX A,JP3YHX G,439.330000,DUP-,5.000000,DV,,,YES,Approximate,34.770000,135.630000,+9:00
12,Japan,Sakai,Osaka,JP3YHT A,JP3YHT G,439.310000,DUP-,5.000000,DV,,,YES,Approximate,34.580000,135.490000,+9:00
12,Japan,Iruma,Saitama,JP1YKG A,JP1YKG G,439.150000,DUP-,5.000000,DV,,,YES,Approximate,35.820000,139.370000,+9:00
12,Japan,Moriyama,Shiga,JR3WZ  A,JR3WZ  G,439.470000,DUP-,5.000000,DV,,,YES,Approximate,35.100000,135.970000,+9:00
12,Japan,Shizouka,Sizouka,JP2YGY A,JP2YGY G,439.410000,DUP-,5.000000,DV,,,YES,Approximate,34.990000,138.390000,+9:00
12,Japan,Chiyoda,Tokyo,JP1YDG A,JP1YDG G,434.320000,DUP+,5.000000,DV,,,YES,Approximate,35.700000,139.770000,+9:00
12,Japan,Chuou-ku,Tokyo,JP1YIU A,JP1YIU G,434.400000,DUP+,5.000000,DV,,,YES,Approximate,35.450000,139.640000,+9:00
12,Japan,Komae-city,Tokyo,JP1YJO A,JP1YJO G,439.290000,DUP-,5.000000,DV,,,YES,Approximate,35.640000,139.580000,+9:00
12,Japan,Koto-ku,Tokyo,JP1YJK A,JP1YJK G,439.070000,DUP-,5.000000,DV,,,YES,Approximate,35.690000,139.700000,+9:00
12,Japan,Nishi,Tokyo,JP1YIW A,JP1YIW G,439.310000,DUP-,5.000000,DV,,,YES,Approximate,35.730000,139.540000,+9:00
